Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
2183,12/13/2018,Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Production       ,Finance & Accounting,9/12/1949,MA,Female,White,Divorced,Exceeds,5,12/13/2022,4,4,2,4/23/2023,Communication Skills,External,Completed,3,287.3,69
2184,9/5/2021,Production Technician I,EW,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,2/20/1984,MA,Female,Other,Divorced,Exceeds,2,3/9/2023,2,4,4,9/25/2022,Communication Skills,External,Failed,3,661.36,37
2185,5/17/2020,Production Technician II,WBL,Terminated,Contract,Zone A,Full-Time,Production       ,Aerial,4/21/1959,MA,Female,Asian,Single,Exceeds,5,11/7/2022,4,5,5,8/1/2023,Customer Service,Internal,Incomplete,5,220.95,61
2186,3/3/2023,Production Technician II,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,5/17/1997,MA,Male,Hispanic,Married,Exceeds,1,9/17/2022,4,1,1,9/21/2022,Leadership Development,External,Failed,5,747.61,26
2187,2/28/2020,Production Technician II,PL,Active,Part-Time,Zone B,Full-Time,Production       ,Engineers,1/26/1998,MA,Female,Hispanic,Married,Exceeds,5,1/14/2023,2,1,5,6/7/2023,Communication Skills,Internal,Completed,1,575.77,22
2188,2/11/2021,Production Technician II,BPC,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,2/21/1965,MA,Female,Black,Married,Exceeds,2,1/25/2023,5,4,2,6/17/2023,Leadership Development,Internal,Incomplete,2,754.8,56
2189,1/25/2019,Production Technician II,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Shop (Fleet),7/4/1944,MA,Female,White,Divorced,Needs Improvement,5,8/19/2022,1,2,4,11/28/2022,Customer Service,External,Passed,2,585.65,75
2190,4/25/2023,Production Technician II,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,1/20/1985,MA,Female,Asian,Single,Needs Improvement,5,3/31/2023,5,2,3,4/29/2023,Technical Skills,Internal,Completed,2,623.98,38
2191,2/14/2021,Production Technician II,EW,Active,Contract,Zone C,Part-Time,Production       ,Engineers,11/19/1971,MA,Female,Asian,Married,Needs Improvement,5,4/11/2023,2,2,3,5/13/2023,Communication Skills,Internal,Failed,3,774.02,50
2192,10/7/2020,Production Technician II,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,6/29/1945,MA,Female,Black,Divorced,Needs Improvement,1,12/26/2022,5,3,4,10/2/2022,Leadership Development,External,Completed,4,866.14,75
2193,2/28/2019,Production Technician I,NEL,Terminated,Part-Time,Zone A,Part-Time,Production       ,Field Operations,8/1/1963,MA,Male,White,Married,Needs Improvement,4,7/10/2023,2,2,3,7/16/2023,Technical Skills,External,Incomplete,2,704.42,56
2194,7/27/2019,Production Technician I,PL,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,2/18/1992,MA,Female,Other,Widowed,Needs Improvement,2,10/2/2022,1,4,1,3/8/2023,Customer Service,External,Incomplete,5,164.41,27
2195,6/2/2023,Production Technician I,BPC,Active,Contract,Zone C,Part-Time,Production       ,Underground,10/31/1954,MA,Female,Black,Single,Needs Improvement,2,11/30/2022,1,5,1,5/8/2023,Project Management,External,Failed,3,559.87,69
2196,11/14/2022,Production Technician I,CCDR,Terminated,Full-Time,Zone A,Full-Time,Production       ,Underground,6/25/1983,MA,Male,White,Single,Needs Improvement,5,8/1/2023,5,2,3,12/10/2022,Technical Skills,External,Completed,2,572.11,39
2197,8/22/2018,Production Technician I,SVG,Terminated,Contract,Zone C,Full-Time,Production       ,Wireline Construction,4/12/1983,MA,Female,Asian,Divorced,Needs Improvement,4,4/15/2023,2,3,1,3/17/2023,Technical Skills,External,Passed,2,724.83,35
2198,12/15/2022,Production Technician I,EW,Active,Contract,Zone B,Temporary,Production       ,Field Operations,7/1/1963,MA,Female,White,Single,Exceeds,1,7/13/2023,2,4,2,8/14/2022,Leadership Development,Internal,Failed,5,198.35,59
2199,5/31/2020,Production Technician I,MSC,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,7/10/1977,MA,Female,White,Divorced,Exceeds,4,6/3/2023,4,3,4,6/19/2023,Project Management,External,Passed,3,142.7,43
2200,7/19/2022,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,3/15/1954,MA,Female,Asian,Single,Exceeds,4,12/16/2022,3,1,5,3/29/2023,Project Management,External,Incomplete,2,910.99,68
2201,7/1/2020,Production Technician I,PYZ,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,6/27/1990,MA,Male,Other,Married,Exceeds,2,6/24/2023,5,1,5,3/15/2023,Leadership Development,Internal,Completed,4,863.83,30
2202,11/18/2020,Production Technician I,WBL,Active,Contract,Zone A,Part-Time,Production       ,Project Management - Con,1/1/1969,MA,Female,Asian,Married,Exceeds,4,6/24/2023,5,4,5,9/8/2022,Customer Service,Internal,Completed,4,606.57,51
2203,2/29/2020,Production Technician I,NEL,Terminated,Contract,Zone A,Part-Time,Production       ,General - Con,4/5/1986,MA,Female,Asian,Married,Exceeds,1,8/29/2022,1,4,1,12/14/2022,Technical Skills,External,Incomplete,2,333.27,34
2204,9/24/2021,Production Technician I,PL,Active,Part-Time,Zone B,Part-Time,Production       ,Shop (Fleet),10/23/1984,MA,Female,Other,Divorced,Needs Improvement,2,10/1/2022,5,2,3,11/27/2022,Customer Service,Internal,Passed,3,284.05,37
2205,4/13/2022,Production Technician I,BPC,Active,Full-Time,Zone B,Full-Time,Production       ,General - Sga,1/13/1944,MA,Female,Black,Divorced,Needs Improvement,4,9/5/2022,2,3,5,6/23/2023,Leadership Development,Internal,Incomplete,1,271.69,78
2206,10/25/2022,Production Technician I,CCDR,Active,Contract,Zone A,Temporary,Production       ,Field Operations,1/9/1942,MA,Female,Other,Widowed,Needs Improvement,5,8/24/2022,2,4,3,9/16/2022,Technical Skills,Internal,Completed,3,274.22,80
2207,1/27/2021,Production Technician I,SVG,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,6/6/1953,MA,Female,Black,Divorced,Needs Improvement,5,3/29/2023,3,3,1,6/26/2023,Project Management,External,Incomplete,1,448.93,68
2208,9/21/2018,IT Support,WBL,Active,Full-Time,Zone B,Full-Time,IT/IS,Fielders,10/20/1948,CT,Female,Other,Married,Needs Improvement,5,3/7/2023,5,3,3,9/2/2022,Technical Skills,Internal,Incomplete,3,907.13,70
2209,4/14/2020,IT Support,PYZ,Active,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,8/30/2000,MA,Male,Black,Widowed,Needs Improvement,5,4/1/2023,2,2,5,11/2/2022,Technical Skills,External,Completed,3,545.69,20
2210,5/31/2021,IT Support,PL,Active,Part-Time,Zone C,Temporary,IT/IS,Wireline Construction,2/12/1965,MA,Female,Black,Single,Exceeds,4,1/9/2023,1,5,3,7/17/2023,Technical Skills,Internal,Completed,5,220.14,56
2211,4/10/2020,IT Support,WBL,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,8/24/1971,CT,Female,White,Married,Exceeds,5,2/1/2023,1,5,3,11/21/2022,Leadership Development,External,Completed,3,906.62,49
2212,7/3/2022,IT Support,MSC,Active,Full-Time,Zone C,Part-Time,IT/IS,Field Operations,5/11/1991,MA,Female,White,Widowed,Exceeds,1,7/26/2023,4,1,5,7/19/2023,Technical Skills,Internal,Incomplete,1,160.81,31
2213,3/15/2023,IT Support,EW,Active,Part-Time,Zone A,Full-Time,IT/IS,Shop (Fleet),9/3/1965,MA,Female,Asian,Married,Exceeds,5,5/5/2023,1,4,2,4/9/2023,Technical Skills,Internal,Passed,1,196.03,58
2214,7/29/2021,IT Support,CCDR,Active,Contract,Zone C,Full-Time,IT/IS,Field Operations,10/22/1951,MA,Female,Black,Married,Exceeds,4,2/26/2023,1,1,5,3/16/2023,Leadership Development,Internal,Passed,4,973.62,70
2215,2/5/2022,IT Support,BPC,Active,Contract,Zone B,Temporary,IT/IS,Engineers,12/17/1962,MA,Female,Asian,Divorced,Exceeds,1,4/24/2023,1,5,5,9/30/2022,Customer Service,External,Failed,3,227,60
2216,11/9/2022,IT Manager - Support,WBL,Active,Part-Time,Zone B,Temporary,IT/IS,General - Con,2/10/1972,MA,Female,Hispanic,Single,Exceeds,1,4/13/2023,4,5,2,12/25/2022,Customer Service,External,Incomplete,4,587.29,50
2217,11/23/2020,IT Manager - Infra,TNS,Active,Part-Time,Zone A,Temporary,IT/IS,People Services,7/21/1995,CT,Female,Hispanic,Divorced,Exceeds,4,10/5/2022,2,1,2,3/23/2023,Communication Skills,External,Failed,1,315.39,25
2218,2/21/2019,IT Manager - DB,SVG,Active,Part-Time,Zone B,Part-Time,IT/IS,Field Operations,11/8/1967,MA,Female,Asian,Widowed,Exceeds,4,10/10/2022,4,1,5,12/27/2022,Technical Skills,Internal,Incomplete,5,222.99,52
2219,9/25/2022,IT Support,SVG,Active,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,10/25/1966,MA,Female,Hispanic,Widowed,Exceeds,5,3/29/2023,5,2,2,1/3/2023,Technical Skills,External,Failed,5,401.35,56
2220,9/17/2022,IT Support,EW,Active,Contract,Zone B,Temporary,IT/IS,General - Eng,9/3/1961,MA,Female,Asian,Married,Exceeds,4,3/2/2023,3,3,5,6/2/2023,Leadership Development,External,Completed,4,938.01,61
2221,5/31/2019,IT Support,MSC,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,11/14/1993,MA,Female,Hispanic,Single,Exceeds,4,4/28/2023,1,5,1,8/7/2022,Technical Skills,Internal,Incomplete,1,737.04,26
2222,7/21/2020,IT Support,TNS,Active,Part-Time,Zone A,Temporary,IT/IS,Wireline Construction,7/17/1998,MA,Female,Hispanic,Widowed,Exceeds,4,9/14/2022,2,3,5,6/4/2023,Project Management,External,Failed,3,303.01,22
2223,7/4/2020,IT Manager - Support,BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Executive,2/18/1942,MA,Female,Asian,Widowed,Exceeds,2,5/23/2023,1,1,4,4/7/2023,Communication Skills,External,Completed,2,905.55,78
2224,10/13/2020,IT Manager - Infra,CCDR,Active,Full-Time,Zone A,Temporary,IT/IS,Wireline Construction,1/14/1999,CT,Female,Asian,Divorced,Exceeds,4,2/2/2023,2,1,3,9/23/2022,Customer Service,Internal,Failed,2,914.52,21
2225,5/1/2023,IT Manager - DB,EW,Active,Part-Time,Zone A,Full-Time,IT/IS,Engineers,12/3/1971,MA,Male,Black,Divorced,Exceeds,2,8/21/2022,1,2,2,12/9/2022,Project Management,External,Passed,3,789.98,52
2226,3/22/2019,IT Support,SVG,Active,Contract,Zone A,Full-Time,IT/IS,General - Eng,9/7/1960,MA,Female,White,Married,Exceeds,1,1/28/2023,4,4,5,9/10/2022,Project Management,Internal,Completed,3,125.06,59
2227,12/27/2021,IT Support,EW,Active,Contract,Zone B,Full-Time,IT/IS,Aerial,6/5/1995,MA,Female,Black,Widowed,Needs Improvement,5,9/18/2022,2,3,4,4/28/2023,Project Management,Internal,Passed,2,894.09,26
2228,8/12/2018,IT Support,MSC,Active,Part-Time,Zone B,Part-Time,IT/IS,Wireless,9/16/1942,MA,Female,White,Divorced,PIP,4,1/20/2023,3,2,2,2/21/2023,Technical Skills,External,Passed,3,713.03,76
2229,12/28/2022,IT Support,TNS,Active,Part-Time,Zone A,Temporary,IT/IS,Underground,10/1/1977,MA,Female,Asian,Divorced,PIP,4,4/22/2023,3,1,1,1/28/2023,Communication Skills,Internal,Incomplete,5,897.51,45
2230,11/25/2018,IT Manager - Support,PYZ,Active,Part-Time,Zone A,Full-Time,IT/IS,General - Con,8/20/1972,CT,Female,Hispanic,Married,Fully Meets,2,6/9/2023,1,5,5,8/3/2023,Project Management,External,Passed,3,634.34,46
2231,12/26/2020,IT Manager - Infra,WBL,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Con,4/24/1990,CT,Female,Other,Single,Fully Meets,2,1/4/2023,1,2,2,4/20/2023,Technical Skills,Internal,Failed,3,352.54,30
2232,12/16/2022,IT Manager - DB,NEL,Active,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,10/5/1942,MA,Male,Hispanic,Single,Fully Meets,5,11/19/2022,4,5,2,3/23/2023,Customer Service,External,Completed,4,128.25,80
2233,9/27/2019,IT Support,MSC,Active,Contract,Zone B,Full-Time,IT/IS,Splicing,4/22/1977,MA,Female,Asian,Single,Fully Meets,1,10/3/2022,5,1,1,6/13/2023,Customer Service,Internal,Passed,1,893.71,42
2234,2/20/2021,IT Support,EW,Active,Part-Time,Zone C,Full-Time,IT/IS,Wireline Construction,2/26/1975,MA,Female,Black,Married,Fully Meets,2,8/23/2022,1,1,4,2/4/2023,Communication Skills,External,Completed,3,693.52,46
2235,2/26/2022,IT Support,CCDR,Active,Full-Time,Zone B,Full-Time,IT/IS,Shop (Fleet),8/31/1954,MA,Female,Other,Single,Fully Meets,1,9/10/2022,3,5,3,3/9/2023,Customer Service,Internal,Failed,1,162.62,68
2236,12/23/2018,IT Support,BPC,Active,Full-Time,Zone A,Temporary,IT/IS,Engineers,10/28/1948,CT,Female,Hispanic,Widowed,Fully Meets,1,12/29/2022,2,1,2,7/13/2023,Customer Service,External,Passed,2,144.74,70
2237,1/10/2022,IT Manager - Support,WBL,Active,Full-Time,Zone B,Temporary,IT/IS,Underground,4/22/1975,CT,Female,Other,Single,Fully Meets,2,6/8/2023,2,5,2,5/10/2023,Leadership Development,External,Completed,3,240.77,47
2238,3/4/2021,IT Manager - Infra,TNS,Active,Part-Time,Zone B,Temporary,IT/IS,Project Management - Con,1/17/1972,CT,Male,Hispanic,Widowed,Fully Meets,2,3/28/2023,4,4,3,4/14/2023,Communication Skills,External,Completed,5,905.56,49
2239,3/10/2023,IT Manager - DB,SVG,Active,Full-Time,Zone C,Part-Time,IT/IS,Catv,12/11/1962,MA,Male,Asian,Divorced,Fully Meets,5,12/31/2022,1,3,4,4/11/2023,Technical Skills,Internal,Passed,4,273.84,61
2240,12/5/2018,IT Support,SVG,Active,Part-Time,Zone B,Part-Time,IT/IS,Finance & Accounting,11/28/1997,MA,Female,Hispanic,Married,Fully Meets,2,8/22/2022,2,4,5,3/17/2023,Communication Skills,Internal,Incomplete,4,980.41,21
2241,6/24/2021,IT Support,EW,Active,Part-Time,Zone C,Part-Time,IT/IS,Technology / It,6/1/1981,MA,Female,Hispanic,Married,Fully Meets,2,1/30/2023,4,4,4,1/26/2023,Communication Skills,External,Failed,5,834.95,40
2242,5/10/2022,IT Support,MSC,Active,Full-Time,Zone C,Temporary,IT/IS,Field Operations,3/29/1994,MA,Female,Hispanic,Married,Fully Meets,4,2/26/2023,3,2,4,12/17/2022,Project Management,External,Failed,1,627.11,28
2243,4/13/2023,IT Support,TNS,Active,Full-Time,Zone A,Part-Time,IT/IS,Finance & Accounting,7/20/1954,CT,Female,Other,Married,Fully Meets,4,6/26/2023,1,3,5,12/30/2022,Leadership Development,External,Passed,4,242.22,69
2244,8/4/2022,IT Manager - Support,PYZ,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,12/8/1949,CT,Female,Other,Married,Fully Meets,4,3/1/2023,4,2,1,12/14/2022,Leadership Development,Internal,Passed,2,804.01,73
2245,2/28/2021,IT Manager - Infra,WBL,Active,Part-Time,Zone C,Part-Time,IT/IS,Engineers,9/15/1946,MA,Male,Black,Divorced,Fully Meets,5,7/8/2023,2,4,4,4/4/2023,Project Management,Internal,Incomplete,1,968.2,75
2246,10/14/2020,IT Manager - DB,NEL,Active,Contract,Zone B,Part-Time,IT/IS,Field Operations,11/22/1973,MA,Male,White,Divorced,Fully Meets,4,3/20/2023,3,4,5,2/10/2023,Project Management,Internal,Completed,2,364.36,47
2247,9/10/2018,IT Support,SVG,Active,Part-Time,Zone B,Temporary,IT/IS,Fielders,4/10/1983,MA,Female,Hispanic,Widowed,Fully Meets,2,2/16/2023,3,4,4,4/19/2023,Communication Skills,External,Incomplete,3,803.16,35
2248,12/16/2022,IT Support,EW,Active,Part-Time,Zone B,Temporary,IT/IS,Field Operations,12/17/1999,MA,Female,Hispanic,Widowed,Fully Meets,2,5/24/2023,1,5,5,3/29/2023,Leadership Development,External,Incomplete,2,571.12,23
2249,9/28/2018,IT Support,MSC,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,11/7/1994,MA,Female,Black,Divorced,Fully Meets,4,5/29/2023,3,5,5,7/6/2023,Customer Service,External,Failed,2,705.36,24
2250,3/8/2022,IT Support,TNS,Active,Contract,Zone C,Temporary,IT/IS,Aerial,9/2/1962,CT,Female,Asian,Married,Fully Meets,5,5/29/2023,4,2,1,4/8/2023,Communication Skills,Internal,Failed,5,565.78,60
2251,1/12/2022,IT Manager - Support,PYZ,Active,Part-Time,Zone B,Temporary,IT/IS,Project Management - Con,10/3/1978,MA,Female,Hispanic,Divorced,Fully Meets,2,9/18/2022,4,4,4,11/19/2022,Technical Skills,External,Incomplete,5,593.14,44
2252,12/8/2020,IT Manager - Infra,WBL,Active,Contract,Zone B,Part-Time,IT/IS,Field Operations,11/12/1973,MA,Male,White,Widowed,Fully Meets,4,9/28/2022,1,3,3,12/10/2022,Communication Skills,Internal,Completed,1,648.23,47
2253,11/17/2020,IT Support,PYZ,Active,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,2/5/1982,MA,Female,Other,Single,Fully Meets,1,6/26/2023,5,1,2,1/7/2023,Communication Skills,External,Incomplete,1,426.97,38
2254,1/18/2021,IT Support,SVG,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Sga,10/27/1957,MA,Female,Hispanic,Single,Fully Meets,2,12/14/2022,3,2,5,11/20/2022,Project Management,Internal,Failed,4,267.76,64
2255,9/15/2020,IT Support,TNS,Active,Full-Time,Zone C,Part-Time,IT/IS,Wireline Construction,7/16/1990,MA,Female,Hispanic,Single,Fully Meets,2,5/12/2023,1,4,4,2/5/2023,Customer Service,Internal,Completed,1,357.69,30
2256,12/11/2019,IT Support,WBL,Active,Part-Time,Zone C,Full-Time,IT/IS,Field Operations,12/29/1981,CT,Female,Asian,Widowed,Fully Meets,5,7/14/2023,5,5,4,1/13/2023,Leadership Development,Internal,Completed,1,312.42,38
2257,4/29/2021,IT Manager - Support,WBL,Active,Contract,Zone B,Full-Time,IT/IS,General - Eng,10/22/1988,MA,Male,White,Married,Fully Meets,2,7/25/2023,4,3,5,3/25/2023,Customer Service,External,Incomplete,2,456.3,33
2258,4/3/2021,IT Manager - Infra,TNS,Active,Full-Time,Zone C,Part-Time,IT/IS,Engineers,2/20/1999,MA,Male,White,Widowed,Fully Meets,2,4/3/2023,2,5,4,7/3/2023,Technical Skills,Internal,Failed,2,675.95,22
2259,2/1/2022,IT Support,SVG,Active,Part-Time,Zone A,Temporary,IT/IS,General - Eng,3/24/1961,MA,Female,Hispanic,Divorced,Fully Meets,1,1/9/2023,1,2,5,5/3/2023,Communication Skills,External,Failed,3,754.61,61
2260,1/17/2020,IT Support,EW,Active,Part-Time,Zone B,Temporary,IT/IS,Engineers,10/21/1992,MA,Female,Hispanic,Widowed,Fully Meets,1,8/5/2023,3,1,4,8/23/2022,Customer Service,Internal,Incomplete,2,377.64,28
2261,6/1/2022,IT Support,MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,Wireline Construction,6/1/1958,CT,Female,Black,Divorced,Fully Meets,2,11/17/2022,2,1,5,6/4/2023,Project Management,External,Failed,3,647.41,64
2262,3/17/2019,IT Support,TNS,Active,Contract,Zone A,Temporary,IT/IS,Engineers,10/3/1950,CT,Female,Other,Divorced,Fully Meets,2,4/27/2023,4,4,3,5/29/2023,Communication Skills,External,Incomplete,3,122.43,69
2263,1/7/2020,IT Manager - Support,PYZ,Active,Contract,Zone B,Temporary,IT/IS,General - Sga,10/9/1965,MA,Male,Hispanic,Single,Fully Meets,2,11/28/2022,3,1,4,10/5/2022,Project Management,Internal,Incomplete,5,662.94,55
2264,2/24/2021,IT Manager - Infra,WBL,Active,Part-Time,Zone A,Part-Time,IT/IS,Executive,3/5/1979,MA,Male,White,Single,Fully Meets,5,11/8/2022,1,2,3,5/6/2023,Communication Skills,External,Failed,3,465.3,42
2265,12/30/2019,IT Support,SVG,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,12/30/1944,MA,Female,Hispanic,Single,Fully Meets,1,3/8/2023,2,4,2,11/23/2022,Customer Service,Internal,Failed,4,680.88,75
2266,5/12/2020,IT Support,EW,Active,Full-Time,Zone B,Temporary,IT/IS,Field Operations,2/10/1975,MA,Female,Other,Single,Fully Meets,5,4/27/2023,5,3,2,10/23/2022,Leadership Development,External,Completed,5,898.01,45
2267,4/4/2023,IT Support,MSC,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Con,6/18/1971,CT,Female,Hispanic,Divorced,Fully Meets,4,3/9/2023,1,3,3,11/11/2022,Technical Skills,Internal,Passed,1,518.79,52
2268,1/4/2021,IT Support,TNS,Active,Contract,Zone C,Full-Time,IT/IS,General - Con,8/6/1963,CT,Male,White,Single,Fully Meets,2,7/3/2023,2,3,2,11/26/2022,Communication Skills,Internal,Failed,2,677.84,58
2269,4/28/2020,IT Manager - Support,PYZ,Active,Full-Time,Zone C,Full-Time,IT/IS,Executive,1/15/1974,MA,Male,Hispanic,Divorced,Fully Meets,1,2/14/2023,5,5,1,12/9/2022,Technical Skills,Internal,Incomplete,1,109.33,46
2270,4/16/2019,IT Support,PYZ,Active,Contract,Zone C,Part-Time,IT/IS,Project Management - Con,9/19/1952,MA,Female,Asian,Single,Fully Meets,4,3/18/2023,4,4,3,5/11/2023,Technical Skills,Internal,Passed,2,781.35,67
2271,7/9/2022,IT Support,SVG,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,7/20/1996,MA,Female,Hispanic,Single,Fully Meets,2,3/21/2023,5,4,4,2/2/2023,Customer Service,Internal,Failed,4,632.57,26
2272,8/29/2022,IT Support,TNS,Active,Part-Time,Zone C,Full-Time,IT/IS,Field Operations,4/4/1987,CT,Female,Black,Divorced,Fully Meets,2,8/5/2022,5,5,3,4/15/2023,Communication Skills,Internal,Passed,5,233.42,35
2273,1/26/2020,IT Support,WBL,Active,Full-Time,Zone A,Part-Time,IT/IS,Project Management - Eng,5/16/1956,CT,Male,Other,Divorced,Fully Meets,4,10/26/2022,5,2,3,4/1/2023,Leadership Development,External,Passed,4,301.15,64
2274,2/18/2020,IT Manager - Support,BPC,Active,Full-Time,Zone A,Temporary,IT/IS,Aerial,1/23/2000,MA,Male,Other,Widowed,Fully Meets,4,8/13/2022,2,5,1,6/3/2023,Customer Service,External,Failed,2,255.54,20
2275,1/25/2022,Production Manager,EW,Active,Part-Time,Zone B,Full-Time,Production       ,Yard (Material Handling),12/9/1950,MA,Male,Asian,Married,Fully Meets,2,10/24/2022,5,4,3,3/5/2023,Technical Skills,External,Incomplete,5,138.4,72
2276,7/10/2023,Production Manager,TNS,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,11/21/1982,MA,Female,White,Divorced,Fully Meets,1,9/16/2022,5,2,2,5/17/2023,Customer Service,External,Completed,3,851.87,41
2277,4/14/2022,Production Manager,CCDR,Active,Contract,Zone B,Temporary,Production       ,Field Operations,9/29/1963,MA,Female,Hispanic,Widowed,Fully Meets,5,11/25/2022,3,4,4,12/22/2022,Communication Skills,Internal,Completed,3,592.23,59
2278,7/10/2022,Production Manager,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Wireless,5/27/1963,MA,Female,White,Widowed,Fully Meets,4,8/21/2022,5,4,2,3/5/2023,Leadership Development,External,Completed,4,544.43,59
2279,6/27/2022,Production Manager,EW,Active,Contract,Zone C,Full-Time,Production       ,Safety,2/12/1977,MA,Male,Other,Divorced,Fully Meets,1,5/28/2023,2,5,1,3/23/2023,Technical Skills,External,Passed,4,230.57,45
2280,12/4/2018,Production Manager,PYZ,Terminated,Contract,Zone A,Temporary,Production       ,Catv,3/6/1985,MA,Female,White,Married,Fully Meets,4,2/23/2023,4,2,5,4/5/2023,Customer Service,External,Passed,3,493.98,33
2281,9/10/2019,Production Manager,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,9/12/1998,MA,Male,Hispanic,Single,Fully Meets,4,9/24/2022,1,4,2,11/29/2022,Technical Skills,Internal,Failed,4,761.7,21
2282,4/25/2019,Production Manager,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Fielders,7/28/1967,MA,Male,Asian,Single,Fully Meets,4,11/2/2022,1,5,3,10/20/2022,Leadership Development,External,Incomplete,5,454.55,52
2283,10/3/2018,Shared Services Manager,WBL,Terminated,Part-Time,Zone B,Temporary,Admin Offices,Field Operations,12/17/1961,MA,Male,White,Single,Fully Meets,4,10/20/2022,4,2,1,4/23/2023,Leadership Development,External,Failed,1,183.88,57
2284,6/14/2022,CIO,EW,Active,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,9/23/1960,MA,Female,Other,Widowed,Fully Meets,2,10/11/2022,1,4,4,7/9/2023,Technical Skills,External,Passed,3,839.16,62
2285,2/15/2022,Production Manager,BPC,Active,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,5/28/1971,MA,Male,Other,Single,Fully Meets,5,5/22/2023,4,3,3,12/2/2022,Customer Service,Internal,Completed,4,679.57,51
2286,9/24/2018,Production Manager,NEL,Active,Contract,Zone B,Temporary,Production       ,General - Eng,10/10/1981,MA,Male,Black,Divorced,Fully Meets,2,1/20/2023,4,4,4,9/27/2022,Project Management,External,Failed,5,107.64,37
2287,3/9/2022,Production Manager,PYZ,Active,Contract,Zone B,Part-Time,Production       ,General - Con,3/20/1961,MA,Female,White,Single,Fully Meets,2,11/11/2022,4,4,2,3/29/2023,Communication Skills,Internal,Passed,4,560.64,61
2288,11/7/2018,Production Manager,NEL,Active,Full-Time,Zone A,Temporary,Production       ,Fielders,9/9/1984,MA,Female,Black,Divorced,Fully Meets,5,7/9/2023,5,1,4,9/25/2022,Communication Skills,Internal,Failed,2,187.85,34
2289,8/31/2019,Shared Services Manager,BPC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Field Operations,3/5/1962,MA,Male,White,Single,Fully Meets,4,3/12/2023,2,5,3,6/14/2023,Technical Skills,External,Completed,3,353.58,57
2290,11/27/2020,Director of Sales,EW,Active,Full-Time,Zone B,Temporary,Sales,Wireline Construction,4/16/1942,RI,Female,Hispanic,Widowed,Fully Meets,2,4/14/2023,4,1,3,4/23/2023,Communication Skills,Internal,Failed,4,575.55,78
2291,7/7/2020,Director of Operations,NEL,Active,Contract,Zone B,Part-Time,Production       ,General - Con,2/17/1985,MA,Female,Black,Married,Fully Meets,4,8/20/2022,3,4,1,7/1/2023,Project Management,Internal,Incomplete,5,973.53,35
2292,1/11/2020,Production Manager,TNS,Active,Contract,Zone C,Temporary,Production       ,Aerial,4/7/1963,MA,Male,White,Widowed,Fully Meets,2,11/15/2022,5,1,1,3/11/2023,Communication Skills,External,Completed,3,894.38,57
2293,6/15/2020,Production Manager,CCDR,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,4/1/1998,MA,Male,Other,Single,Fully Meets,2,6/19/2023,5,3,1,4/17/2023,Project Management,Internal,Failed,1,510.67,22
2294,10/10/2020,Production Manager,PYZ,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,12/3/1975,MA,Male,Black,Single,Fully Meets,4,8/30/2022,4,4,4,4/9/2023,Communication Skills,External,Failed,1,261.17,45
